Year,Price,ConsumerRating,ConsumerReviews,SellerRating,SellerReviews,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,MinMPG,MaxMPG,Mileage
2019,34500,4.7,70,4.9,12912,66048,0,4.8,4.8,4.7,4.6,4.9,4.8,19,25,10250
2019,53700,4.7,55,4.6,1479,66202,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,38640
2019,48867,4.9,15,3.9,74,77079,1,5.0,5.0,4.8,4.7,5.0,4.9,18,27,31573
2019,50500,4.7,97,4.9,404,58301,1,4.9,4.7,4.6,4.4,4.9,4.7,20,25,23871
2019,27988,4.7,264,4.7,5468,77546,1,4.8,4.7,4.7,4.6,4.7,4.7,22,29,18950
2018,17997,4.7,274,5.0,3,55337,0,4.7,4.7,4.6,4.7,4.8,4.7,21,26,60854
2020,33875,4.9,140,4.7,5146,55416,1,4.9,4.9,4.8,4.8,4.9,4.9,24,30,13887
2019,30999,4.8,540,4.8,1072,55110,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,13483
2017,32875,4.8,348,4.6,378,62269,1,4.9,4.8,4.7,4.7,4.8,4.8,20,26,42525
2020,28739,4.8,202,2.0,1,70001,0,4.9,4.8,4.7,4.8,4.9,4.9,21,27,39596
2020,36742,4.6,137,4.8,269,54401,0,4.7,4.6,4.6,4.5,4.8,4.5,15,20,21011
2019,36920,4.6,63,4.7,1989,60169,1,4.6,4.7,4.6,4.5,4.7,4.8,19,26,38392
2019,31997,4.9,96,4.7,3036,60074,1,5.0,4.9,4.8,4.8,4.9,4.8,20,28,46846
2021,33991,4.8,20,4.6,578,53045,1,4.8,4.8,4.6,4.6,4.9,4.8,25,28,12468
2019,42932,4.9,30,4.5,611,60467,2,4.9,4.9,5.0,4.6,4.9,4.9,25,34,12033
2019,39950,4.6,94,4.7,227,60048,1,4.8,4.7,4.6,4.4,4.7,4.5,18,25,15776
2019,39995,4.6,56,4.5,506,60714,1,4.8,4.6,4.5,4.5,4.7,4.6,19,26,38974
2021,29559,4.8,84,3.3,130,60645,1,4.8,4.8,4.8,4.7,4.8,4.8,24,30,43475
2017,16990,4.7,280,4.9,122,37040,1,4.8,4.7,4.6,4.7,4.8,4.8,21,31,89456
2018,24695,4.7,445,4.5,1360,47905,1,4.8,4.7,4.6,4.7,4.7,4.8,25,32,86736
2018,46909,4.8,167,4.7,658,37115,1,4.9,4.8,4.7,4.6,4.8,4.8,16,22,43649
2019,37311,4.6,94,4.8,3322,46123,1,4.8,4.7,4.6,4.4,4.7,4.5,18,25,42731
2018,17998,4.6,199,1.0,1,45449,1,4.6,4.6,4.5,4.6,4.7,4.7,30,40,44920
2020,25999,4.9,66,4.4,189,31909,0,4.9,4.9,4.7,4.8,4.9,5.0,24,32,10955
2019,39995,4.6,94,4.8,1302,48103,1,4.8,4.7,4.6,4.4,4.7,4.5,18,25,21056
2018,33900,4.8,131,4.6,289,30096,0,4.8,4.8,4.7,4.6,4.9,4.8,18,25,37631
2020,51490,4.8,76,4.8,969,30096,1,4.9,4.8,4.8,4.7,4.8,4.9,20,27,14980
2019,29571,4.7,193,4.8,644,48335,0,4.8,4.7,4.7,4.6,4.8,4.7,21,28,11107
2019,29500,4.6,568,4.7,102,48150,0,4.8,4.7,4.5,4.5,4.7,4.6,18,24,17405
2020,26977,4.8,174,4.9,2015,48326,1,4.8,4.8,4.8,4.8,4.8,4.9,22,26,37525
2020,27977,4.8,174,4.9,2015,48326,1,4.8,4.8,4.8,4.8,4.8,4.9,22,26,34101
2019,28783,4.8,540,4.2,802,43232,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,67174
2018,24791,4.8,216,4.5,16,31204,1,4.9,4.7,4.7,4.7,4.8,4.8,27,38,39104
2017,44995,4.7,79,4.7,40,48059,1,4.8,4.8,4.7,4.3,4.9,4.7,15,21,62997
2019,25787,4.5,415,3.6,31,45701,1,4.6,4.6,4.5,4.4,4.6,4.5,26,32,30576
2019,35635,4.8,540,4.0,333,28732,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,34162
2012,7995,4.4,232,3.7,7,29708,0,4.4,4.4,4.3,4.4,4.5,4.4,23,33,105245
2020,17000,4.7,233,4.8,1047,32225,0,4.7,4.7,4.7,4.7,4.8,4.8,30,38,69785
2021,63177,4.8,79,4.7,839,34731,2,4.8,4.9,4.8,4.6,4.9,4.7,19,24,16915
2019,28241,4.7,279,4.9,1699,14127,1,4.8,4.7,4.6,4.7,4.7,4.8,26,33,41750
2018,44990,4.7,90,4.8,2170,32771,1,4.9,4.8,4.8,4.6,4.8,4.8,16,22,49429
2019,19002,4.8,167,4.5,47,32822,0,4.8,4.7,4.7,4.7,4.8,4.9,28,36,49651
2019,38998,4.6,56,3.9,39,16635,1,4.8,4.6,4.5,4.5,4.7,4.6,19,26,29075
2021,55384,5.0,21,4.3,31,27713,0,5.0,5.0,5.0,5.0,5.0,5.0,19,28,19388
2019,56438,4.7,55,4.9,2445,27616,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,36600
2019,35900,4.6,56,4.3,120,21704,1,4.8,4.6,4.5,4.5,4.7,4.6,20,27,49138
2018,31500,4.8,395,4.0,824,22182,0,4.9,4.8,4.8,4.6,4.9,4.7,18,25,38065
2019,29977,4.6,33,1.0,1,20852,1,4.6,4.5,4.6,4.5,4.7,4.7,23,31,54578
2018,22588,4.8,770,3.7,11,20855,1,4.8,4.7,4.8,4.7,4.8,4.9,23,30,85520
2017,43777,4.7,131,4.3,635,22312,1,4.8,4.7,4.6,4.4,4.8,4.7,16,22,60140
2019,57990,4.7,55,4.4,734,22304,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,22656
2019,33881,4.1,17,4.6,586,20814,0,3.9,4.0,4.1,3.9,4.5,4.3,24,32,17383
2021,31120,4.9,3,4.7,146,20895,1,4.7,4.7,5.0,5.0,4.7,5.0,24,34,10750
2019,70900,5.0,10,4.8,1645,20904,1,5.0,5.0,5.0,4.8,5.0,5.0,17,22,33126
2021,36998,4.9,109,3.0,31,20723,1,5.0,4.9,4.8,4.8,4.9,4.9,27,32,24267
2021,43500,4.8,7,4.8,1591,34997,0,5.0,4.7,5.0,4.7,4.9,4.4,25,34,11524
2021,44995,4.8,63,4.0,171,21047,1,4.9,4.7,4.8,4.7,4.7,4.8,19,26,11037
2020,22390,4.7,233,4.7,724,33172,1,4.7,4.7,4.7,4.7,4.8,4.8,30,38,24840
2020,53495,4.3,75,4.6,1040,33169,1,4.6,4.6,4.0,3.9,4.6,4.1,19,26,20240
2020,25115,4.7,76,4.7,1337,33169,1,4.8,4.7,4.7,4.6,4.8,4.7,22,29,20391
2019,30755,4.6,444,4.5,7,13421,1,4.6,4.6,4.4,4.4,4.7,4.6,25,33,17857
2018,25495,4.3,37,4.6,259,19116,1,4.2,4.3,4.5,3.9,4.8,4.4,21,30,49515
2018,37600,4.7,51,3.4,15,10019,1,4.9,4.7,4.8,4.4,4.8,4.8,18,22,45625
2020,38888,4.8,39,4.4,326,11563,0,4.9,4.7,4.7,4.6,4.8,4.9,19,26,13078
2019,31998,4.8,224,1.0,2,3103,0,4.9,4.9,4.8,4.6,4.9,4.8,18,25,49085
2020,23977,4.8,174,4.6,373,2760,0,4.8,4.8,4.8,4.8,4.8,4.9,22,26,49953
2021,46500,4.7,29,4.6,1032,2026,1,4.8,4.7,4.8,4.5,4.8,4.6,23,29,22395
2019,31500,4.8,540,4.5,2420,2062,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,31423
2016,37998,4.8,73,4.0,4,2062,2,4.8,4.8,4.8,4.5,4.8,4.7,18,24,34722
2019,33692,4.8,224,4.8,2037,1832,0,4.9,4.9,4.8,4.6,4.9,4.8,18,25,41498
2020,38449,4.8,150,4.9,869,2360,1,4.9,4.8,4.8,4.7,4.9,4.8,18,25,36876
2021,34395,4.9,21,4.6,1596,91401,0,5.0,4.9,5.0,4.9,5.0,5.0,19,30,17788
2019,50800,5.0,10,4.5,17,91776,0,5.0,5.0,5.0,4.7,5.0,4.9,16,22,33006
2019,48495,4.7,55,4.7,240,90505,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,44840
2017,33995,4.7,59,4.7,240,90505,0,4.6,4.5,4.9,4.5,4.9,4.6,18,23,45349
2020,26700,4.9,28,4.5,1733,90703,1,5.0,4.9,4.9,4.8,5.0,5.0,27,31,37257
2021,91990,3.6,16,4.7,1272,90621,1,4.2,4.6,3.8,2.7,4.6,2.5,18,23,14011
2018,81998,4.9,30,2.7,9,92618,2,4.9,5.0,4.9,4.9,5.0,5.0,16,26,6204
2021,55400,4.6,8,4.5,97,93704,0,4.9,4.2,4.8,4.1,4.6,4.9,15,19,12081
2020,28405,4.7,166,4.6,2022,89146,0,4.8,4.8,4.7,4.6,4.8,4.8,27,35,45526
2021,28752,4.9,109,4.6,2022,89146,0,4.9,4.9,4.9,4.8,4.8,4.9,26,33,20808
2021,104999,4.8,27,4.6,949,89014,2,4.9,4.9,4.7,4.4,4.9,4.8,12,17,16682
2018,25886,4.8,9,4.4,1572,95051,1,4.9,4.8,4.9,4.7,4.7,4.6,31,43,48689
2020,47900,4.9,16,4.2,139,95757,0,5.0,4.9,5.0,4.7,4.9,4.9,15,21,68935
2020,35500,4.8,41,4.2,139,95757,1,4.9,4.7,4.8,4.7,4.8,4.8,18,26,53885
2020,23500,4.8,70,4.8,1367,95407,1,4.8,4.8,4.7,4.7,4.9,4.8,20,29,62139
2020,47000,4.8,201,4.3,1366,85015,0,4.9,4.9,4.8,4.6,4.8,4.7,19,24,14965
2019,26997,4.8,309,4.5,71,83619,1,4.8,4.7,4.7,4.6,4.9,4.8,28,39,39789
2020,67499,4.9,27,4.8,407,80110,1,5.0,4.9,4.9,4.6,4.9,4.8,17,22,14277
2019,45899,4.7,474,4.4,999,80121,1,4.8,4.9,4.7,4.5,4.8,4.5,19,24,47263
2020,48089,4.5,248,4.1,870,80112,0,4.7,4.6,4.5,4.3,4.7,4.3,18,24,35633
2020,69469,3.7,10,4.8,329,98424,0,3.9,3.8,4.1,3.3,3.8,4.0,127,114,35764
2019,49730,4.8,189,4.2,1630,76087,1,4.8,4.7,4.8,4.7,4.8,4.9,17,20,14050
2017,26991,4.8,334,4.1,285,76117,1,4.8,4.8,4.7,4.6,4.8,4.8,18,25,86051
2019,66950,4.1,22,4.9,1826,76053,2,4.5,4.6,4.0,3.4,4.5,3.5,20,25,44544
2019,23939,4.8,152,4.9,68,78717,1,4.9,4.8,4.7,4.8,4.8,4.8,25,33,33117
2019,47884,4.7,474,4.8,2163,75067,0,4.8,4.9,4.7,4.5,4.8,4.5,19,24,22939
2021,66999,3.0,1,4.8,1252,78752,1,3.0,4.0,5.0,2.0,4.0,1.0,118,107,11588
2020,34991,4.7,34,4.3,115,78748,1,4.8,4.6,4.5,4.6,4.8,4.6,18,23,45981
2018,46989,4.8,68,4.6,750,75006,2,4.9,4.8,4.9,4.5,4.9,4.9,17,23,53803
2018,36485,4.8,25,3.9,64,75244,1,4.9,4.8,4.9,4.4,4.7,4.7,21,30,59734
2014,13887,4.3,131,4.9,859,75020,2,4.4,4.3,4.2,4.3,4.5,4.4,21,28,114211
2020,51991,4.3,13,4.8,1005,77094,0,4.2,4.5,4.1,3.9,4.9,4.2,18,24,30899
2020,43852,4.9,112,4.8,968,50322,1,4.8,4.9,4.9,4.7,4.9,4.8,17,25,65898
2020,36680,4.8,150,3.8,22,55379,0,4.9,4.8,4.8,4.7,4.9,4.8,18,25,41769
2018,30755,4.8,395,4.7,870,55337,1,4.9,4.8,4.8,4.6,4.9,4.7,18,25,84813
2019,35500,4.8,540,4.9,2629,63123,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,22424
2020,28489,4.8,202,2.0,1,70001,1,4.9,4.8,4.7,4.8,4.9,4.9,22,29,30401
2019,28507,4.8,230,4.3,131,60010,1,4.8,4.8,4.8,4.8,4.9,4.8,24,30,46488
2017,25995,4.7,69,4.3,27,60172,0,4.8,4.6,4.7,4.6,4.8,4.8,17,24,46478
2020,34988,4.9,32,4.8,1574,60169,2,4.9,4.8,4.8,4.8,4.8,4.9,23,33,19202
2021,40750,5.0,4,4.6,802,60559,0,5.0,4.8,5.0,5.0,5.0,5.0,23,33,11204
2019,67500,4.7,24,4.8,759,60559,1,4.9,4.8,4.8,4.4,4.8,4.7,19,23,31718
2020,29590,5.0,6,4.3,1142,60048,2,5.0,5.0,5.0,5.0,4.7,5.0,43,41,31923
2017,38995,5.0,3,4.8,431,53226,0,5.0,4.7,5.0,5.0,5.0,5.0,15,19,55159
2019,37995,4.6,94,2.1,11,60453,1,4.8,4.7,4.6,4.4,4.7,4.5,18,25,34837
2019,29123,4.7,262,4.6,733,60641,1,4.8,4.7,4.7,4.7,4.7,4.7,25,32,18462
2016,39875,4.3,59,3.9,133,46322,1,4.6,4.6,4.2,4.0,4.6,4.1,15,21,84626
2019,32489,4.8,540,4.4,86,54304,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,26016
2020,44900,4.6,102,4.7,918,37129,2,4.6,4.6,4.7,4.5,4.7,4.8,20,27,48986
2019,30987,4.6,444,4.7,472,40299,0,4.6,4.6,4.4,4.4,4.7,4.6,25,33,46728
2016,39900,4.8,26,4.8,9159,48837,1,4.8,4.8,4.8,4.4,5.0,4.8,17,23,47923
2020,78900,4.1,6,4.5,164,30009,1,4.3,4.5,4.3,4.0,4.3,3.7,17,22,19085
2019,47842,4.6,21,4.7,926,43617,2,4.6,4.9,4.7,4.1,4.8,4.5,22,29,29169
2019,22444,4.7,182,4.8,292,48706,0,4.7,4.6,4.6,4.6,4.8,4.7,25,30,16774
2020,56490,4.9,22,4.8,969,30096,2,5.0,4.9,4.9,4.8,5.0,5.0,15,19,33167
2020,33500,4.8,150,4.5,332,43229,0,4.9,4.8,4.8,4.7,4.9,4.8,18,25,66306
2019,46000,4.9,15,4.7,254,48307,0,5.0,5.0,4.8,4.7,5.0,4.9,18,27,32565
2019,28888,4.6,444,3.6,31,45701,0,4.6,4.6,4.4,4.4,4.7,4.6,26,35,12237
2020,50571,4.6,51,4.9,1520,44070,1,4.6,4.5,4.6,4.5,4.7,4.5,17,24,18119
2015,25850,4.8,296,5.0,1,29673,1,4.9,4.8,4.8,4.6,4.9,4.7,17,24,84945
2019,36843,4.7,99,4.4,196,44241,0,4.7,4.7,4.8,4.3,4.8,4.6,22,29,41142
2017,23785,4.8,488,4.5,5197,33761,1,4.8,4.8,4.7,4.8,4.8,4.8,21,28,22346
2021,64385,4.8,17,4.7,3485,33614,1,4.9,4.8,4.6,4.6,4.8,4.9,19,26,17891
2019,30414,4.8,131,5.0,1,14127,1,4.8,4.7,4.8,4.7,4.8,4.9,21,26,14717
2021,25739,4.8,46,4.6,19,29406,1,4.8,4.8,4.7,4.8,4.9,4.8,28,38,20050
2020,49816,4.8,39,4.9,1898,14221,1,4.9,4.8,4.8,4.7,4.9,4.8,20,25,16240
2020,40998,4.8,150,3.0,10,20877,1,4.9,4.8,4.8,4.7,4.9,4.8,18,25,49873
2019,49993,4.7,55,4.6,1611,20852,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,36506
2021,60272,4.9,3,4.6,675,20852,0,5.0,4.7,5.0,4.7,5.0,4.7,21,27,14679
2020,27999,4.7,59,2.8,24,20724,1,4.8,4.8,4.6,4.7,4.8,4.8,22,29,12625
2020,56901,4.7,53,4.9,624,33458,1,4.8,4.8,4.8,4.4,4.7,4.7,21,26,24678
2019,42495,4.8,102,4.7,2321,33417,1,4.8,4.8,4.8,4.6,4.9,4.8,20,28,19032
2021,47862,4.6,16,4.6,238,33331,1,4.6,4.4,4.7,4.2,4.5,4.7,23,28,12813
2019,43998,4.8,14,3.5,4,33064,2,4.9,4.9,4.8,4.8,4.9,4.8,23,34,24964
2020,29971,4.8,142,4.9,1370,33033,0,4.7,4.7,4.7,4.7,4.8,4.8,27,38,28223
2020,31800,4.9,141,4.7,154,23320,2,4.9,4.9,4.9,4.8,4.9,4.9,21,28,67479
2020,29956,4.8,174,4.6,1749,18360,1,4.8,4.8,4.8,4.8,4.8,4.9,22,26,17474
2019,30339,5.0,52,4.8,4053,7470,1,5.0,4.9,4.9,5.0,5.0,4.9,20,26,36006
2019,34000,4.9,82,4.8,7350,8857,0,5.0,4.9,4.9,4.8,4.9,4.9,20,27,26453
2019,39998,4.6,363,4.8,2626,7728,1,4.8,4.7,4.6,4.5,4.7,4.6,20,26,28116
2019,32400,4.7,87,4.3,286,7201,1,4.9,4.8,4.6,4.5,4.9,4.7,24,31,32936
2020,49231,4.3,75,4.5,452,10019,1,4.6,4.6,4.0,3.9,4.6,4.1,19,26,46009
2018,36415,4.8,117,3.3,7,10036,2,4.9,4.9,4.8,4.6,4.9,4.8,21,27,36392
2019,31980,4.8,131,4.7,656,11234,0,4.8,4.7,4.8,4.7,4.8,4.9,21,25,19890
2019,38495,4.9,17,3.4,472,10475,1,4.9,4.9,5.0,4.6,5.0,4.8,21,29,58693
2020,44995,5.0,6,3.4,472,10475,1,5.0,4.8,5.0,4.8,5.0,5.0,17,21,51403
2018,36841,4.8,90,4.9,908,6830,1,4.8,4.9,4.8,4.6,4.8,4.8,19,26,39436
2019,35495,4.8,40,4.7,312,6825,1,4.8,4.8,4.8,4.5,4.8,4.7,22,33,23140
2021,90499,4.9,2,4.1,32,6795,1,5.0,5.0,5.0,4.0,5.0,5.0,18,25,2586
2014,8495,4.6,107,4.0,33,3109,0,4.7,4.6,4.5,4.5,4.7,4.6,16,23,144812
2019,36798,4.9,30,4.7,2405,2134,1,4.9,4.9,5.0,4.6,4.9,4.9,25,34,49292
2021,31590,4.8,102,4.3,500,91367,0,4.8,4.8,4.8,4.7,4.9,4.9,27,35,16880
2020,39595,4.8,19,4.6,551,91401,0,4.8,4.8,4.9,4.8,4.8,4.9,20,29,18355
2019,29990,4.9,27,4.8,1240,91107,1,4.9,5.0,4.9,4.6,5.0,5.0,24,36,36491
2020,53490,4.3,75,4.7,1272,90621,1,4.6,4.6,4.0,3.9,4.6,4.1,19,26,22376
2019,28490,4.8,309,4.7,1272,90621,1,4.8,4.7,4.7,4.6,4.9,4.8,28,39,15741
2020,37499,4.5,248,4.3,480,92335,1,4.7,4.6,4.5,4.3,4.7,4.3,21,28,37080
2019,43900,4.8,102,4.5,97,93704,1,4.8,4.8,4.8,4.6,4.9,4.8,19,26,46262
2019,38888,4.6,72,3.0,18,95051,1,4.8,4.8,4.6,4.5,4.7,4.6,22,27,19789
2021,53500,3.0,1,4.7,505,85338,0,3.0,4.0,5.0,2.0,4.0,1.0,150,133,16142
2018,18139,4.5,202,3.0,2,84115,1,4.6,4.6,4.3,4.4,4.6,4.5,27,29,47168
2019,53063,4.8,18,4.8,300,79605,1,4.9,4.8,4.7,4.7,4.9,4.7,14,21,40822
2021,45950,5.0,4,4.6,502,73072,1,5.0,4.8,5.0,5.0,5.0,5.0,23,35,17255
2019,42985,4.8,15,4.5,1466,75057,2,4.9,4.9,4.7,4.5,4.9,5.0,43,45,46501
2020,77980,4.8,23,4.5,877,78759,2,4.9,4.9,4.8,4.5,4.9,4.7,0,0,45998
2019,60900,4.7,19,4.7,912,78759,1,4.7,4.7,4.7,4.6,4.7,4.7,14,22,47434
2019,23770,4.3,83,4.5,286,75234,0,4.5,4.3,4.2,4.3,4.4,4.4,19,25,14900
2018,41571,4.8,253,4.9,826,75078,1,4.8,4.7,4.7,4.7,4.9,4.9,17,20,55920
2022,86991,4.6,4,4.7,1902,75237,1,4.8,5.0,4.5,4.5,4.8,4.2,17,22,15936
2021,30887,4.8,84,4.9,859,75020,1,4.8,4.8,4.8,4.7,4.8,4.8,24,30,45940
2020,41504,4.8,84,3.9,182,75228,0,4.8,4.7,4.7,4.6,4.8,4.9,16,19,40306
2018,42550,4.6,36,3.9,182,75228,2,4.8,4.5,4.5,4.5,4.6,4.9,15,18,59561
2020,38803,4.8,83,4.4,382,74055,0,4.8,4.8,4.8,4.7,4.9,4.8,20,26,19914
2020,29375,4.8,77,4.4,44,74401,1,4.8,4.8,4.7,4.7,4.9,4.8,22,30,46939
2019,97900,5.0,2,4.6,1479,66202,0,5.0,5.0,5.0,4.5,5.0,5.0,15,23,20183
2017,33500,4.8,74,3.9,93,66204,1,4.9,4.8,4.7,4.9,4.8,4.8,16,25,43771
2019,60869,4.7,55,4.8,162,64114,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,34840
2020,56007,4.6,51,4.6,1234,77065,0,4.6,4.5,4.6,4.5,4.7,4.5,17,24,10284
2013,12995,4.6,308,1.6,16,77070,2,4.6,4.5,4.5,4.4,4.7,4.5,18,25,125010
2020,49999,4.8,211,4.4,807,77469,1,4.9,4.9,4.8,4.7,4.9,4.9,19,24,31492
2018,49995,4.8,817,4.2,100,77057,1,4.9,4.8,4.8,4.6,4.8,4.7,16,22,63074
2020,26987,4.7,276,4.8,2310,72204,1,4.8,4.7,4.7,4.6,4.8,4.7,25,30,47421
2021,81301,4.8,79,4.8,450,50643,2,4.8,4.9,4.8,4.6,4.9,4.7,18,23,19355
2020,30388,4.9,44,4.7,1168,55305,1,4.9,4.8,4.8,4.9,4.9,5.0,25,32,23535
2021,79991,4.5,37,4.7,1669,55420,1,4.6,4.7,4.4,4.3,4.7,4.3,14,19,15843
2019,39577,4.9,30,4.9,3185,60540,1,4.9,4.9,5.0,4.6,4.9,4.9,25,34,32160
2019,35544,4.7,87,4.8,1698,60514,1,4.9,4.8,4.6,4.5,4.9,4.7,24,30,41386
2019,48901,5.0,10,4.8,813,60462,0,5.0,5.0,5.0,4.7,5.0,4.9,16,22,49757
2019,46757,5.0,10,4.8,813,60462,0,5.0,5.0,5.0,4.7,5.0,4.9,16,22,53186
2019,53444,4.8,7,4.7,1104,60642,1,4.6,4.9,4.9,4.9,4.6,4.9,19,24,13145
2020,21672,4.5,100,4.6,421,53073,1,4.5,4.5,4.4,4.4,4.6,4.6,24,29,30006
2020,34698,4.6,230,4.8,1129,54304,1,4.7,4.6,4.5,4.5,4.7,4.6,23,31,19301
2020,50840,4.8,211,4.7,461,35216,1,4.9,4.9,4.8,4.7,4.9,4.9,20,26,33014
2019,30802,4.8,540,4.1,8,49008,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,39677
2019,30869,4.7,205,4.5,173,45249,1,4.7,4.7,4.6,4.7,4.8,4.8,27,33,31020
2018,25998,4.9,68,1.0,1,45449,1,4.9,4.9,4.9,4.9,4.9,4.8,21,30,42202
2020,37723,4.8,150,4.7,3815,30121,1,4.9,4.8,4.8,4.7,4.9,4.8,19,26,63098
2019,38500,4.7,97,4.8,728,48124,0,4.9,4.7,4.6,4.4,4.9,4.7,20,25,13152
2018,28900,4.8,265,4.7,2206,43015,0,4.9,4.8,4.8,4.7,4.9,4.8,17,24,43869
2019,26400,4.8,309,4.8,30,37659,0,4.8,4.7,4.7,4.6,4.9,4.8,28,39,56637
2019,34919,4.7,99,4.6,39,29607,1,4.7,4.7,4.8,4.3,4.8,4.6,23,30,37559
2018,34978,4.8,817,2.6,28,29730,0,4.9,4.8,4.8,4.6,4.8,4.7,20,26,89010
2018,23869,4.7,117,4.4,181,26554,2,4.8,4.6,4.7,4.7,4.7,4.8,25,34,84827
2020,39000,4.1,16,4.4,321,31406,1,4.6,4.5,3.7,3.7,4.7,3.5,20,27,50967
2021,34071,4.8,63,4.6,1085,33607,0,4.9,4.7,4.8,4.7,4.7,4.8,20,27,31649
2021,48929,4.9,91,4.6,841,33809,1,4.9,4.9,4.8,4.8,4.9,4.8,19,26,29932
2020,82988,4.1,6,3.9,202,29407,2,4.3,4.5,4.3,4.0,4.3,3.7,17,22,32548
2014,13999,4.5,132,4.9,27824,32822,2,4.5,4.6,4.4,4.5,4.7,4.5,28,38,67737
2019,46930,4.8,126,4.9,243,14020,1,4.9,4.7,4.9,4.7,4.9,4.9,13,17,33472
2019,55298,4.7,55,4.7,523,33908,1,5.0,4.9,4.9,4.4,4.7,4.6,20,26,16530
2008,34995,4.8,41,4.0,409,20111,0,4.6,4.8,5.0,4.7,5.0,4.7,18,26,103956
2018,31594,4.8,395,4.7,1027,17015,1,4.9,4.8,4.8,4.6,4.9,4.7,18,25,49654
2019,22577,4.5,415,1.0,1,20852,0,4.6,4.6,4.5,4.4,4.6,4.5,26,32,49244
2019,37998,4.8,40,4.7,1534,20852,1,4.8,4.8,4.8,4.5,4.8,4.7,22,33,19752
2018,30797,4.8,29,4.5,710,20852,0,4.9,4.8,4.8,4.8,4.8,4.8,19,26,46705
2020,142790,4.3,10,4.8,139,21204,1,4.6,4.4,4.6,3.5,4.9,4.1,15,19,8430
2020,25000,4.7,67,4.8,2911,21204,0,4.7,4.7,4.6,4.8,4.8,4.8,24,30,12974
2022,49477,5.0,2,4.3,98,21108,2,5.0,5.0,5.0,5.0,5.0,5.0,22,28,13218
2021,62995,4.8,17,4.3,944,33027,1,4.9,4.8,4.6,4.6,4.8,4.9,19,26,14129
2020,24998,4.8,116,2.8,13,33317,1,4.8,4.8,4.7,4.8,4.9,4.9,27,33,16929
2019,51277,4.9,7,4.5,657,33064,1,4.9,4.9,4.9,4.6,5.0,5.0,19,25,19693
2019,36997,4.2,107,4.8,300,33064,1,4.5,4.5,4.0,3.8,4.7,3.8,24,30,20060
2018,14495,4.7,333,3.0,2,33304,0,4.7,4.6,4.7,4.7,4.7,4.9,28,36,55034
2018,34689,4.6,208,4.9,3818,33169,1,4.6,4.7,4.7,4.3,4.9,4.6,17,23,35380
2020,34495,4.9,13,4.6,1040,33169,1,4.9,4.8,4.9,4.8,4.9,4.9,24,34,14510
2019,53298,4.7,55,4.9,3037,23462,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,51130
2014,16900,4.3,22,4.4,7,8021,0,4.5,4.6,4.2,3.9,4.7,4.0,21,30,130029
2021,38898,5.0,3,4.9,4190,8822,1,5.0,5.0,5.0,4.7,5.0,5.0,23,31,13273
2012,12000,4.7,61,4.4,895,7305,1,4.8,4.7,4.8,4.6,4.8,4.8,19,26,87032
2019,30000,4.8,40,3.7,47,10019,0,4.8,4.8,4.8,4.5,4.8,4.7,22,33,47949
2020,41845,4.9,50,4.6,1252,11203,2,4.9,4.9,4.9,4.8,4.8,4.9,19,26,41033
2018,24995,4.8,32,3.4,472,10475,0,4.9,4.7,4.9,4.6,4.8,4.8,23,33,34973
2018,49357,4.8,64,4.9,1638,10606,1,4.9,5.0,4.8,4.6,4.9,4.8,20,26,19567
2019,29989,4.6,56,4.8,396,12804,0,4.8,4.6,4.5,4.5,4.7,4.6,19,26,67351
2019,30073,4.7,61,4.0,157,11520,0,4.8,4.7,4.7,4.6,4.7,4.6,18,25,33522
2019,28799,4.7,205,4.4,443,1089,1,4.7,4.7,4.6,4.7,4.8,4.8,23,29,16357
2017,22000,4.8,591,4.2,553,1581,0,4.8,4.7,4.7,4.7,4.8,4.9,22,29,64055
2019,35998,4.8,224,4.8,1159,1760,0,4.9,4.9,4.8,4.6,4.9,4.8,18,25,20011
2021,44905,5.0,4,4.5,426,1,1,5.0,4.8,5.0,5.0,5.0,5.0,23,33,11451
2019,32800,4.8,540,4.8,1123,2149,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,23968
2017,37995,4.7,20,4.7,3410,91748,1,4.5,4.4,4.9,4.5,4.8,4.8,21,32,30778
2019,30490,4.6,33,4.7,1272,90621,1,4.6,4.5,4.6,4.5,4.7,4.7,24,33,37225
2019,47893,4.8,40,4.8,5262,92660,1,4.8,4.8,4.8,4.5,4.8,4.7,21,29,22532
2018,85998,3.8,10,3.7,6,92504,1,4.0,4.2,3.6,3.2,4.3,3.1,16,21,20264
