index,Year,Price,ConsumerRating,ConsumerReviews,SellerRating,SellerReviews,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,MinMPG,MaxMPG,Mileage
3607,2019,46264,4.9,3,4.7,183,77373,1,5.0,4.7,5.0,4.7,5.0,5.0,17,24,43215
3608,2019,42345,4.7,97,4.8,6455,65109,0,4.9,4.7,4.6,4.4,4.9,4.7,20,25,27166
3609,2015,22495,4.7,121,4.8,756,55416,2,4.8,4.8,4.7,4.5,4.8,4.6,24,31,81274
3610,2020,32992,4.7,166,4.8,2148,55077,0,4.8,4.8,4.7,4.6,4.8,4.8,27,34,12523
3611,2020,43995,4.8,39,4.6,264,55110,1,4.9,4.8,4.8,4.7,4.9,4.8,21,26,5429
3612,2021,45997,4.7,58,4.8,124,54669,1,4.7,4.7,4.7,4.5,4.7,4.7,18,25,18758
3613,2018,31488,4.8,79,4.5,614,60540,1,4.7,4.7,4.8,4.6,4.8,4.8,22,31,25021
3614,2021,47991,4.8,2,4.9,68,60004,0,5.0,4.5,5.0,4.5,5.0,5.0,19,26,14780
3615,2019,37995,4.7,42,4.1,571,60126,0,4.8,4.6,4.7,4.5,4.7,4.7,22,27,34564
3616,2020,45552,4.8,30,3.4,88,53227,1,4.8,4.7,4.9,4.7,4.8,4.7,22,28,16476
3617,2016,48990,4.8,29,4.5,68,60445,2,5.0,4.9,5.0,4.5,4.9,4.7,14,19,86448
3618,2021,40926,4.8,63,4.3,230,38401,0,4.9,4.7,4.8,4.7,4.7,4.8,20,27,14784
3619,2021,24729,4.8,59,5.0,4,35806,0,4.9,4.8,4.8,4.6,4.8,4.8,23,30,33176
3620,2019,29795,4.8,149,4.0,215,35806,1,4.8,4.9,4.7,4.7,4.9,4.8,21,30,41495
3621,2019,38760,4.2,107,4.0,124,46038,0,4.5,4.5,4.0,3.8,4.7,3.8,24,30,21279
3622,2020,43999,4.8,35,4.5,244,40222,1,4.9,4.9,4.7,4.7,4.9,4.7,21,28,20054
3623,2020,34990,4.8,174,4.5,114,47304,1,4.8,4.8,4.8,4.8,4.8,4.9,22,26,13639
3624,2018,26123,4.7,708,4.9,623,47304,1,4.7,4.7,4.7,4.6,4.8,4.7,26,32,50177
3625,2017,20894,4.7,40,4.6,56,36117,0,4.9,4.6,4.4,4.6,4.7,4.8,24,35,96641
3626,2018,45949,4.8,167,4.5,71,46804,0,4.9,4.8,4.7,4.6,4.8,4.8,15,20,50263
3627,2020,26739,4.9,76,5.0,2,37416,0,4.9,4.8,4.9,4.7,4.9,4.8,20,28,48544
3628,2017,42992,4.8,151,3.4,28,30076,1,4.8,4.6,4.7,4.7,4.9,4.9,17,20,47696
3629,2021,49995,4.9,39,4.5,223,48103,1,5.0,4.9,4.9,4.8,5.0,4.9,19,26,18588
3630,2013,18998,4.6,272,3.8,3,30076,2,4.6,4.6,4.5,4.5,4.8,4.5,24,35,86052
3631,2021,44995,4.6,16,4.8,1522,30341,0,4.6,4.4,4.7,4.2,4.5,4.7,23,28,14006
3632,2017,29000,4.7,312,4.8,1522,37825,0,4.8,4.7,4.7,4.5,4.9,4.7,16,22,60050
3633,2019,43995,4.6,13,4.8,1490,48376,1,4.5,4.5,4.6,4.5,4.8,4.4,16,24,19334
3634,2020,45001,4.9,16,4.6,29,30087,0,5.0,4.9,5.0,4.7,4.9,4.9,15,21,59229
3635,2020,45988,4.8,39,4.9,1747,48170,0,4.9,4.8,4.8,4.7,4.9,4.8,20,25,1452
3636,2020,28677,4.7,76,3.9,68,43231,1,4.8,4.7,4.7,4.6,4.8,4.7,21,26,31878
3637,2019,29389,4.8,230,4.6,39,29607,1,4.8,4.8,4.8,4.8,4.9,4.8,25,31,37984
3638,2019,39000,4.7,42,4.4,52,44312,0,4.8,4.6,4.7,4.5,4.7,4.7,22,27,18394
3639,2021,82990,4.9,3,4.8,312,30401,2,5.0,5.0,5.0,4.3,5.0,5.0,14,20,32199
3640,2021,43493,4.9,19,4.7,233,30907,1,4.9,4.9,4.9,4.8,4.8,4.9,25,34,15911
3641,2017,28000,4.7,364,4.8,1113,28602,1,4.8,4.7,4.6,4.5,4.8,4.7,16,22,84585
3642,2021,55500,4.8,92,4.8,2616,28031,0,4.9,4.9,4.8,4.6,4.9,4.8,19,24,18058
3643,2020,18500,4.7,233,4.8,1047,32225,0,4.7,4.7,4.7,4.7,4.8,4.8,30,38,28033
3644,2020,40981,4.8,66,1.8,10,28358,0,4.8,4.6,4.7,4.6,4.8,4.9,13,18,33020
3645,2021,54998,4.8,56,2.9,22,20165,1,4.8,4.8,4.8,4.6,4.7,4.8,19,26,17223
3646,2013,16495,4.5,105,2.0,48,22554,0,4.7,4.5,4.5,4.4,4.5,4.6,18,25,140199
3647,2018,32500,4.7,63,4.7,1178,22031,1,4.7,4.8,4.7,4.6,5.0,4.6,17,25,45493
3648,2019,30000,4.6,444,4.4,1445,22182,0,4.6,4.6,4.4,4.4,4.7,4.6,25,33,13385
3649,2016,27777,4.7,135,1.0,1,20852,1,4.8,4.7,4.7,4.5,4.7,4.6,18,25,48301
3650,2020,35662,4.7,215,4.8,772,22150,0,4.9,4.7,4.6,4.7,4.8,4.7,23,30,35216
3651,2019,51877,4.7,55,4.5,112,20852,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,47105
3652,2018,27755,4.3,37,4.4,702,20746,1,4.2,4.3,4.5,3.9,4.8,4.4,21,30,24341
3653,2019,36888,4.8,224,4.5,417,13126,1,4.9,4.9,4.8,4.6,4.9,4.8,18,25,22022
3654,2020,41998,4.7,219,2.8,13,33317,1,4.8,4.8,4.5,4.6,4.7,4.6,19,26,48462
3655,2018,40495,4.7,51,4.5,657,33064,1,4.9,4.7,4.8,4.4,4.8,4.8,18,23,21033
3656,2022,32500,4.7,7,4.5,2581,33014,1,4.9,4.6,4.7,4.6,5.0,4.6,23,30,11795
3657,2019,31127,4.8,40,4.9,1370,33033,1,4.8,4.8,4.8,4.5,4.8,4.7,23,34,46455
3658,2020,18490,4.5,100,4.8,5038,33143,0,4.5,4.5,4.4,4.4,4.6,4.6,26,31,10180
3659,2020,39988,4.8,38,4.7,2357,33181,1,4.8,4.8,4.8,4.7,4.8,4.9,22,28,25309
3660,2019,32187,4.8,230,4.6,401,19605,0,4.8,4.8,4.8,4.8,4.9,4.8,24,30,34061
3661,2019,91991,4.5,16,4.8,531,33181,2,4.7,4.6,4.5,3.9,4.5,4.4,17,23,16466
3662,2013,21760,4.7,99,4.7,194,18104,2,4.8,4.6,4.7,4.5,4.6,4.8,21,31,75559
3663,2019,74998,5.0,5,4.1,578,7069,0,5.0,5.0,5.0,4.8,5.0,5.0,18,25,32107
3664,2020,43995,4.9,50,4.8,1773,7446,0,4.9,4.9,4.9,4.8,4.8,4.9,19,26,14247
3665,2019,29995,4.8,21,4.7,970,7458,0,5.0,4.9,4.7,4.5,4.7,4.8,23,34,32759
3666,2019,31688,5.0,52,3.9,273,11220,0,5.0,4.9,4.9,5.0,5.0,4.9,20,26,16173
3667,2019,27800,4.7,255,4.2,269,10598,0,4.8,4.8,4.6,4.6,4.8,4.7,25,32,19690
3668,2019,30863,4.8,540,4.8,3093,10801,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,22777
3669,2019,30985,4.8,540,4.6,85,12901,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,28160
3670,2019,29994,5.0,52,4.6,467,11550,1,5.0,4.9,4.9,5.0,5.0,4.9,20,26,18722
3671,2020,46500,4.1,16,4.8,992,2062,0,4.6,4.5,3.7,3.7,4.7,3.5,20,27,11710
3672,2019,39985,4.9,27,1.4,2,1810,1,4.9,5.0,4.9,4.6,5.0,5.0,21,32,35468
3673,2018,33165,4.8,395,4.8,1373,2767,1,4.9,4.8,4.8,4.6,4.9,4.7,18,25,40158
3674,2019,32715,4.8,540,4.8,1373,2767,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,15801
3675,2018,53995,4.0,82,4.4,60,90404,1,4.2,4.3,4.0,3.4,4.6,3.4,18,24,23973
3676,2017,31998,4.7,147,2.8,12,93036,0,4.8,4.8,4.6,4.6,4.7,4.8,19,27,45643
3677,2020,31857,4.8,32,3.9,11,90706,1,4.8,4.8,4.7,4.7,4.9,4.9,20,26,55901
3678,2019,30975,4.7,262,4.6,509,89146,1,4.8,4.7,4.7,4.7,4.7,4.7,20,27,52570
3679,2019,34866,4.6,72,2.5,55,94588,1,4.8,4.8,4.6,4.5,4.7,4.6,22,27,33787
3680,2021,41985,5.0,4,2.5,55,94588,1,5.0,4.8,5.0,5.0,5.0,5.0,23,35,11684
3681,2021,73491,4.5,37,4.5,588,85251,1,4.6,4.7,4.4,4.3,4.7,4.3,16,20,11495
3682,2012,18750,4.6,244,4.3,134,85206,0,4.7,4.6,4.6,4.4,4.7,4.5,14,19,137659
3683,2020,38749,4.7,123,3.0,2,84115,0,4.7,4.7,4.6,4.7,4.9,4.8,18,22,48416
3685,2013,16189,4.6,74,4.7,216,81003,2,4.8,4.6,4.5,4.4,4.6,4.7,19,28,142567
3686,2020,25999,4.7,171,5.0,5,80234,0,4.8,4.8,4.7,4.7,4.8,4.8,22,25,16414
3687,2020,53218,4.7,219,4.6,264,98409,1,4.8,4.8,4.5,4.6,4.7,4.6,19,24,12869
3688,2014,15799,4.3,145,4.5,745,98004,2,4.4,4.3,4.1,4.4,4.5,4.4,21,27,89982
3689,2015,46498,4.9,68,4.5,46,98037,2,4.9,4.9,4.9,4.6,4.9,4.8,17,26,32708
3690,2019,54950,3.4,4,5.0,1,78006,1,4.2,3.5,3.5,2.7,3.7,2.8,21,26,40914
3691,2020,27000,4.9,169,4.8,2493,76116,1,4.8,4.8,4.9,4.8,4.9,4.9,29,36,12623
3692,2019,23250,4.9,275,4.8,2493,76116,1,4.8,4.8,4.9,4.8,4.9,4.9,30,38,32370
3693,2021,44891,4.9,32,4.8,1808,78211,1,4.9,4.8,4.8,4.8,4.9,4.9,13,17,39525
3694,2020,39495,4.7,166,4.6,1629,76096,1,4.8,4.8,4.7,4.6,4.8,4.8,25,33,18095
3695,2019,39000,4.8,223,5.0,1,78701,0,4.9,4.8,4.7,4.7,4.7,4.8,19,26,24500
3696,2018,41999,4.7,51,4.8,1252,78752,1,4.9,4.7,4.8,4.4,4.8,4.8,18,23,46726
3697,2021,22498,4.8,46,4.1,421,75062,0,4.8,4.9,4.8,4.8,4.9,4.8,29,40,35112
3698,2021,51988,4.7,16,4.6,1544,75024,1,4.9,4.8,4.7,4.6,4.8,4.5,22,29,11860
3699,2018,34999,4.5,63,4.6,1544,75024,1,4.5,4.5,4.4,4.4,4.8,4.4,24,33,14300
3700,2017,43755,4.8,78,4.3,70,75093,1,4.9,4.8,5.0,4.5,4.9,4.9,17,23,47001
3701,2016,28700,4.9,83,3.5,52,75070,2,4.9,4.9,4.9,4.8,4.8,4.9,21,31,45415
3702,2018,29900,4.5,54,4.3,812,75069,1,4.4,4.5,4.6,4.4,4.8,4.5,24,37,39568
3703,2016,24975,4.5,54,4.8,1333,66203,2,4.6,4.4,4.5,4.3,4.6,4.5,21,34,66166
3704,2021,37982,4.9,109,4.7,215,64801,1,5.0,4.9,4.8,4.8,4.9,4.9,28,34,12416
3705,2014,17500,4.8,176,4.6,338,77511,0,4.9,4.8,4.8,4.6,4.9,4.8,21,30,62635
3706,2018,28998,4.8,505,3.9,15,55075,2,4.8,4.6,4.7,4.8,4.7,4.8,26,32,33262
3707,2020,40246,4.8,150,4.8,383,55082,1,4.9,4.8,4.8,4.7,4.9,4.8,18,25,20363
3708,2020,53900,4.9,29,4.9,2698,63143,0,4.8,4.8,5.0,4.7,4.9,4.9,22,30,21173
3709,2021,61500,4.8,92,4.6,313,52806,1,4.9,4.9,4.8,4.6,4.9,4.8,15,21,20173
3710,2018,26812,4.8,270,4.6,124,53147,1,4.8,4.8,4.7,4.8,4.8,4.8,24,30,33615
3711,2018,28996,4.8,770,4.5,1885,60139,1,4.8,4.7,4.8,4.7,4.8,4.9,22,28,36601
3712,2019,36483,4.6,133,4.9,4788,60004,1,4.8,4.6,4.5,4.3,4.7,4.5,19,28,40242
3713,2019,42995,4.7,42,4.7,268,60477,1,4.8,4.6,4.7,4.5,4.7,4.7,22,27,12716
3714,2019,31997,4.8,540,4.8,5120,53227,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,33594
3715,2019,45890,4.7,69,4.8,935,60304,1,4.9,4.7,4.8,4.6,4.8,4.6,20,27,22542
3716,2017,35888,4.8,86,4.8,273,60025,2,4.9,4.8,4.8,4.7,4.8,4.9,18,23,61059
3717,2019,58695,5.0,10,4.7,1925,60062,0,5.0,5.0,5.0,4.7,5.0,4.9,16,22,31850
3718,2021,34993,4.8,102,4.4,226,37115,0,4.8,4.8,4.8,4.7,4.9,4.9,27,34,12229
3719,2018,32997,4.8,9,2.1,12,35816,2,4.9,4.8,4.9,4.7,4.7,4.6,30,40,30498
3720,2019,33712,4.8,540,4.7,243,49423,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,23695
3721,2019,38700,4.2,107,4.9,623,47304,1,4.5,4.5,4.0,3.8,4.7,3.8,24,30,27625
3722,2020,28998,4.8,70,4.9,1916,49512,1,4.8,4.8,4.7,4.7,4.9,4.8,20,29,10735
3723,2019,35500,4.8,224,4.8,1134,49512,0,4.9,4.9,4.8,4.6,4.9,4.8,18,25,38449
3724,2022,47651,4.8,4,4.8,1473,30265,1,4.8,4.8,5.0,4.5,5.0,5.0,19,27,14719
3725,2020,62490,4.9,22,4.7,3017,30060,2,5.0,5.0,5.0,4.7,4.9,4.9,20,25,58913
3726,2018,70997,5.0,5,4.6,797,30339,2,5.0,5.0,5.0,5.0,5.0,5.0,14,20,45268
3727,2019,46995,4.9,17,4.5,804,30076,0,4.9,4.9,5.0,4.6,5.0,4.8,21,29,19848
3728,2019,43275,4.9,15,4.9,234,48170,0,5.0,5.0,4.8,4.7,5.0,4.9,18,27,37718
3729,2019,35000,4.6,94,4.9,234,48170,1,4.8,4.7,4.6,4.4,4.7,4.5,18,25,38847
3730,2020,34975,4.9,141,4.9,1507,48239,1,4.9,4.9,4.9,4.8,4.9,4.9,21,28,18109
3731,2020,30995,4.7,79,3.9,41,48313,1,4.8,4.7,4.6,4.5,4.8,4.6,25,28,32284
3732,2019,29524,4.7,262,4.7,6018,43125,1,4.8,4.7,4.7,4.7,4.7,4.7,25,32,50216
3733,2019,34990,4.7,193,4.7,382,29649,1,4.8,4.7,4.7,4.6,4.8,4.7,22,29,21912
3734,2018,28289,4.8,270,4.6,466,28205,1,4.8,4.8,4.7,4.8,4.8,4.8,24,30,15869
3735,2020,25989,4.8,174,4.6,466,28205,1,4.8,4.8,4.8,4.8,4.8,4.9,22,26,32087
3736,2017,18590,4.8,593,5.0,72,28097,1,4.8,4.8,4.8,4.8,4.8,4.9,29,38,41065
3737,2021,40604,4.8,63,4.8,47,27292,1,4.9,4.7,4.8,4.7,4.7,4.8,20,27,33450
3738,2021,66450,4.2,43,3.7,6,27320,1,4.4,4.3,4.1,3.9,4.4,3.9,16,21,18856
3739,2011,12999,4.7,74,4.4,90,32822,0,4.9,4.7,4.9,4.6,4.8,4.1,19,25,73361
3740,2020,36495,4.9,112,1.3,8,22601,1,4.8,4.9,4.9,4.7,4.9,4.8,17,25,25766
3741,2020,98488,4.2,5,4.6,86,27616,2,4.2,4.0,4.8,3.8,4.2,4.4,99,93,44087
3742,2019,46500,5.0,2,4.5,1031,20166,1,5.0,5.0,5.0,5.0,5.0,5.0,25,32,23504
3743,2013,14995,4.6,80,4.2,275,22408,0,4.7,4.6,4.8,4.3,4.8,4.6,16,23,50569
3744,2019,53700,4.9,33,3.9,35,22191,0,4.9,4.9,5.0,4.8,4.9,5.0,120,112,39040
3745,2019,56526,4.7,55,4.4,734,22304,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,32377
3746,2019,31988,4.7,205,4.9,448,17754,1,4.7,4.7,4.6,4.7,4.8,4.8,27,33,10940
3747,2017,24977,4.6,200,4.3,98,21108,1,4.6,4.5,4.6,4.4,4.7,4.6,20,26,61515
3748,2018,32000,4.8,395,4.9,1938,21047,0,4.9,4.8,4.8,4.6,4.9,4.7,18,25,42212
3749,2016,24952,4.7,80,4.6,1121,33027,0,4.8,4.8,4.7,4.6,4.8,4.7,20,28,39000
3750,2018,23999,4.8,770,4.9,9210,33068,1,4.8,4.7,4.8,4.7,4.8,4.9,22,28,44476
3751,2020,22891,4.8,174,4.2,453,33314,1,4.8,4.8,4.8,4.8,4.8,4.9,23,30,46562
3752,2019,27999,4.5,118,4.5,362,18202,0,4.7,4.6,4.5,4.3,4.8,4.4,24,28,59035
3753,2020,52500,4.3,13,4.8,418,33064,0,4.2,4.5,4.1,3.9,4.9,4.2,21,27,37738
3754,2019,30998,4.7,193,4.5,401,19607,1,4.8,4.7,4.7,4.6,4.8,4.7,21,28,17700
3755,2018,37500,4.8,395,4.1,161,19335,0,4.9,4.8,4.8,4.6,4.9,4.7,18,25,22303
3756,2018,29591,4.8,270,4.5,35,18103,1,4.8,4.8,4.7,4.8,4.8,4.8,24,30,27666
3757,2018,28999,4.9,68,4.8,562,8052,1,4.9,4.9,4.9,4.9,4.9,4.8,21,30,16591
3758,2020,48999,4.9,1,4.8,562,8052,1,5.0,5.0,5.0,5.0,4.0,5.0,26,27,18168
3759,2019,23999,4.9,275,4.7,1335,10954,1,4.8,4.8,4.9,4.8,4.9,4.9,30,38,19455
3760,2018,31998,4.9,24,4.6,1252,11203,1,5.0,4.9,4.9,4.8,4.9,5.0,23,33,27233
3761,2019,33268,4.7,193,4.3,529,10469,1,4.8,4.7,4.7,4.6,4.8,4.7,21,28,14254
3762,2019,43920,4.9,82,4.8,872,11570,1,5.0,4.9,4.9,4.8,4.9,4.9,19,27,16867
3763,2020,78595,4.7,53,4.8,1724,11701,2,4.8,4.8,4.8,4.4,4.7,4.7,16,22,16615
3764,2020,33888,4.9,112,4.4,175,11780,0,4.8,4.9,4.9,4.7,4.9,4.8,17,25,17802
3765,2022,48340,5.0,2,4.1,22,6492,1,5.0,5.0,5.0,4.5,5.0,5.0,23,28,11599
3766,2020,29931,4.8,133,4.7,907,3103,1,4.9,4.7,4.7,4.6,4.8,4.8,25,32,12781
3767,2015,39983,4.9,13,5.0,3,2451,1,5.0,4.9,4.9,4.8,4.9,4.9,17,24,59786
3768,2018,31998,4.8,79,4.0,4,2062,2,4.7,4.7,4.8,4.6,4.8,4.8,22,31,43085
3769,2020,47721,4.1,16,4.9,2464,2472,1,4.6,4.5,3.7,3.7,4.7,3.5,20,27,13075
3770,2019,37995,4.9,27,4.9,525,4074,1,4.9,5.0,4.9,4.6,5.0,5.0,21,32,35999
3771,2019,37990,4.9,27,4.9,525,4074,1,4.9,5.0,4.9,4.6,5.0,5.0,21,32,37876
3772,2021,35991,5.0,5,3.1,199,91331,0,5.0,5.0,5.0,5.0,5.0,5.0,24,33,10146
3773,2020,33998,4.9,8,4.6,499,90036,0,4.9,5.0,4.9,4.8,5.0,5.0,23,34,16495
3774,2017,47900,4.8,78,4.9,1182,90505,0,4.9,4.8,5.0,4.5,4.9,4.9,17,23,16434
3775,2020,66998,4.9,22,2.7,9,92618,2,5.0,5.0,5.0,4.7,4.9,4.9,20,25,46077
3776,2018,32888,4.7,72,4.4,133,95122,2,4.7,4.5,4.9,4.5,4.8,4.6,22,28,34821
3777,2021,83955,4.0,24,4.7,1660,95129,2,4.3,4.5,4.2,3.4,4.7,3.5,15,20,18303
3778,2013,16571,4.5,296,4.7,1527,95630,1,4.5,4.5,4.5,4.5,4.5,4.7,22,30,108533
3779,2021,41452,4.7,58,4.3,1553,85023,1,4.7,4.7,4.7,4.5,4.7,4.7,18,25,24187
3780,2019,56799,4.9,33,4.3,789,85014,1,4.9,4.9,5.0,4.8,4.9,5.0,120,112,35467
3782,2019,32018,4.6,444,4.4,1759,85251,1,4.6,4.6,4.4,4.4,4.7,4.6,26,35,17652
3783,2020,39489,4.9,51,3.0,2,84115,1,5.0,4.9,4.9,4.7,4.9,4.9,24,29,48104
3784,2019,62990,4.5,24,4.8,2457,97005,0,4.8,4.8,4.3,4.0,4.8,4.3,74,73,18169
3785,2019,36699,4.8,224,3.0,4,80123,1,4.9,4.9,4.8,4.6,4.9,4.8,18,25,33295
3786,2019,35991,4.7,17,4.7,1804,80129,1,4.8,4.6,4.8,4.7,4.8,4.6,22,31,12319
3787,2019,37416,4.7,99,4.1,210,80234,1,4.7,4.7,4.8,4.3,4.8,4.6,22,29,37042
3788,2019,35989,4.8,230,3.9,7,98502,1,4.8,4.8,4.8,4.8,4.9,4.8,24,30,13382
3789,2019,36995,4.8,224,4.4,100,98003,1,4.9,4.9,4.8,4.6,4.9,4.8,18,25,49338
3790,2019,50000,4.8,126,3.9,39,99207,1,4.9,4.7,4.9,4.7,4.9,4.9,13,17,24829
3791,2019,36735,4.8,40,4.1,2086,76049,1,4.8,4.8,4.8,4.5,4.8,4.7,23,34,20851
3792,2020,45930,4.8,66,4.1,2086,76049,1,4.8,4.6,4.7,4.6,4.8,4.9,13,17,22724
3793,2021,51527,4.9,91,4.6,393,78229,1,4.9,4.9,4.8,4.8,4.9,4.8,19,26,26998
3794,2022,29000,4.7,7,4.9,7919,76180,0,4.9,4.6,4.7,4.6,5.0,4.6,23,30,13623
3795,2017,13995,4.8,413,3.0,2,76205,0,4.8,4.7,4.7,4.7,4.8,4.8,30,40,47937
3796,2019,33993,4.7,87,4.8,2010,75035,0,4.9,4.8,4.6,4.5,4.9,4.7,24,30,41694
3797,2019,35619,4.6,94,4.2,89,75209,0,4.8,4.7,4.6,4.4,4.7,4.5,19,26,39713
3798,2019,29500,4.8,230,4.2,45,75252,1,4.8,4.8,4.8,4.8,4.9,4.8,25,31,13602
3799,2019,42480,4.9,17,4.3,1341,75093,1,4.9,4.9,5.0,4.6,5.0,4.8,21,29,48501
3800,2019,61390,4.8,7,5.0,3,75207,2,5.0,5.0,4.9,4.3,4.9,4.7,22,29,27568
3801,2021,37599,4.8,27,4.9,319,75093,1,4.9,4.9,4.7,4.4,4.9,4.8,18,25,11603
3802,2018,36293,4.8,131,4.7,46,74145,0,4.8,4.8,4.7,4.6,4.9,4.8,18,25,34692
3803,2017,30600,4.8,334,4.6,1479,66202,0,4.8,4.8,4.7,4.6,4.8,4.8,18,25,54632
3804,2017,25977,4.8,803,4.5,518,66202,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,86043
3805,2019,48057,4.8,102,4.8,614,64153,1,4.8,4.8,4.8,4.6,4.9,4.8,19,26,25494
3806,2017,26500,4.2,44,4.6,324,64015,1,4.3,4.2,4.2,4.1,4.5,4.2,21,30,33401
3807,2016,37993,4.3,59,3.9,193,77099,0,4.6,4.6,4.2,4.0,4.6,4.1,15,22,70419
3808,2019,46000,4.7,24,4.4,338,77598,1,4.8,4.6,4.6,4.5,4.6,4.8,15,18,46540
3809,2017,34500,4.6,207,4.7,580,55337,1,4.7,4.6,4.6,4.4,4.7,4.6,18,25,45165
3810,2016,17995,4.7,117,4.8,1411,63376,1,4.7,4.7,4.6,4.7,4.7,4.8,26,39,19222
3811,2019,30000,4.8,50,4.7,1656,63125,1,4.9,4.8,4.7,4.7,4.7,4.8,16,23,49484
3812,2021,46598,4.7,58,4.8,124,54669,1,4.7,4.7,4.7,4.5,4.7,4.7,18,25,16453
3813,2020,31997,4.6,230,4.6,1110,38133,1,4.7,4.6,4.5,4.5,4.7,4.6,27,33,21651
3814,2020,43995,4.8,30,3.0,6,38305,1,4.8,4.7,4.9,4.7,4.8,4.7,22,28,16948
3815,2021,49999,4.7,16,4.7,1113,60169,1,4.9,4.8,4.7,4.6,4.8,4.5,21,28,13004
3816,2019,54555,3.5,15,4.3,189,60515,1,3.7,4.2,3.3,3.0,4.5,2.9,21,27,33069
3817,2018,43577,4.8,10,4.3,1125,60181,1,4.8,4.9,4.9,4.5,4.9,5.0,20,27,39786
3818,2017,34000,4.7,103,4.4,224,60035,0,4.7,4.7,4.7,4.5,4.7,4.8,21,30,23870
3819,2018,35999,4.8,131,4.6,284,60062,0,4.8,4.8,4.7,4.6,4.9,4.8,18,25,12683
3820,2021,34997,4.7,15,4.7,1365,60202,1,4.7,4.6,4.7,4.6,4.9,4.8,21,27,11577
3821,2019,26584,4.7,205,4.5,1360,47905,1,4.7,4.7,4.6,4.7,4.8,4.8,27,33,45549
3822,2019,36534,4.2,107,4.0,110,46205,1,4.5,4.5,4.0,3.8,4.7,3.8,22,29,44193
3823,2019,66446,4.7,24,4.6,234,46240,1,4.9,4.8,4.8,4.4,4.8,4.7,19,23,39875
3824,2019,59999,4.7,55,4.7,720,35210,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,20095
3825,2021,54000,4.8,56,4.8,735,40299,1,4.8,4.8,4.8,4.6,4.7,4.8,19,26,17666
3826,2019,32900,4.8,540,4.9,826,49418,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,17078
3827,2021,43622,4.9,91,4.8,1473,30265,1,4.9,4.9,4.8,4.8,4.9,4.8,19,26,12192
3828,2017,29787,4.7,78,4.9,387,37922,1,4.8,4.6,4.7,4.7,4.7,4.7,20,27,60265
3829,2019,31203,4.4,55,4.5,145,30096,2,4.6,4.4,4.3,4.3,4.6,4.4,23,33,35841
3830,2019,36500,4.6,63,3.9,155,48015,1,4.7,4.7,4.5,4.4,4.7,4.6,0,0,13394
3831,2019,58495,4.8,62,4.7,2701,48313,1,4.9,4.9,4.8,4.7,4.9,4.7,17,22,34088
3832,2019,29838,4.8,540,4.8,574,44305,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,40895
3833,2021,21049,4.8,74,4.9,8335,34691,0,4.8,4.7,4.8,4.7,4.9,4.9,30,38,19124
3834,2020,21990,4.7,25,4.6,667,29078,1,4.8,4.6,4.6,4.7,4.7,4.8,23,34,45199
3835,2019,32287,4.9,27,4.5,324,27103,2,4.9,5.0,4.9,4.6,5.0,5.0,24,36,43946
3836,2014,13499,4.7,54,4.9,12775,33619,2,4.6,4.6,4.8,4.5,4.8,4.7,27,32,85022
3837,2019,29913,4.7,264,4.9,448,14075,1,4.8,4.7,4.7,4.6,4.7,4.7,21,27,13171
3838,2020,22998,4.8,70,3.2,14,32771,1,4.8,4.8,4.7,4.7,4.9,4.8,23,34,49354
3839,2022,66237,4.8,2,4.6,795,32773,1,5.0,4.5,5.0,4.5,4.5,5.0,0,0,2224
3840,2017,43499,4.6,187,4.9,27824,32822,0,4.8,4.7,4.6,4.4,4.8,4.6,15,21,39135
3841,2020,97488,4.2,5,4.6,86,27616,2,4.2,4.0,4.8,3.8,4.2,4.4,99,93,44655
3842,2019,79995,5.0,4,4.7,753,21702,1,5.0,5.0,5.0,4.8,5.0,5.0,17,26,20070
3843,2019,28995,4.8,230,4.5,77,14424,0,4.8,4.8,4.8,4.8,4.9,4.8,24,30,33669
3844,2021,59900,4.6,8,4.7,1885,20151,1,4.9,4.2,4.8,4.1,4.6,4.9,15,19,14755
3845,2019,36995,4.9,27,4.3,472,22030,2,4.9,5.0,4.9,4.6,5.0,5.0,24,36,25291
3846,2020,59498,4.7,53,4.6,1748,22031,1,4.8,4.8,4.8,4.4,4.7,4.7,20,26,23059
3847,2016,36995,4.8,20,4.1,102,20706,2,4.9,4.6,4.7,4.7,4.9,5.0,19,26,36224
3848,2018,30739,4.8,29,4.6,212,20723,1,4.9,4.8,4.8,4.8,4.8,4.8,19,26,46440
3849,2019,32300,4.8,230,4.7,796,21228,1,4.8,4.8,4.8,4.8,4.9,4.8,24,30,30358
3850,2021,54889,4.6,8,4.8,979,33186,1,4.9,4.2,4.8,4.1,4.6,4.9,15,19,19346
